Date,AQI
2021-06-17,75.0
2021-06-18,86.0
2021-06-19,90.0
2021-06-20,81.0
2021-06-21,81.0
2021-06-22,70.0
2021-06-23,86.0
2021-06-24,69.0
2021-06-25,77.0
2021-06-26,95.0
2021-06-27,56.0
2021-06-28,55.0
2021-06-29,63.0
2021-06-30,54.0
2021-07-01,58.0
2021-07-02,53.0
2021-07-03,43.0
2021-07-04,60.0
2021-07-05,51.0
2021-07-06,47.0
2021-07-07,55.0
2021-07-08,56.0
2021-07-09,56.0
2021-07-10,54.0
2021-07-11,52.0
2021-07-12,54.0
2021-07-13,69.0
2021-07-14,68.0
2021-07-15,41.0
2021-07-16,48.0
2021-07-17,50.0
2021-07-18,57.0
2021-07-19,50.0
2021-07-20,56.0
2021-07-21,58.0
2021-07-22,64.0
2021-07-23,59.0
2021-07-24,59.0
2021-07-25,69.0
2021-07-26,53.0
2021-07-27,60.0
2021-07-28,65.0
2021-07-29,68.0
2021-07-30,71.0
2021-07-31,70.0
2021-08-01,52.0
2021-08-02,55.0
2021-08-03,59.0
2021-08-04,53.0
2021-08-05,67.0
2021-08-06,59.0
2021-08-07,61.0
2021-08-08,62.0
2021-08-09,53.0
2021-08-10,51.0
2021-08-11,62.0
2021-08-12,67.0
2021-08-13,66.0
2021-08-14,65.0
2021-08-15,68.0
2021-08-16,74.0
2021-08-17,65.0
2021-08-18,66.0
2021-08-19,56.0
2021-08-20,52.0
2021-08-21,60.0
2021-08-22,47.0
2021-08-23,56.0
2021-08-24,64.0
2021-08-25,58.0
2021-08-26,63.0
2021-08-27,58.0
2021-08-28,62.0
2021-08-29,47.0
2021-08-30,60.0
2021-08-31,62.0
2021-09-01,71.0
2021-09-02,68.0
2021-09-03,63.0
2021-09-04,59.0
2021-09-05,52.0
2021-09-06,51.0
2021-09-07,46.0
2021-09-08,52.0
2021-09-09,59.0
2021-09-10,58.0
2021-09-11,63.0
2021-09-12,63.0
2021-09-13,52.0
2021-09-14,58.0
2021-09-15,55.0
2021-09-16,62.0
2021-09-17,62.0
2021-09-18,61.0
2021-09-19,59.0
2021-09-20,48.0
2021-09-21,53.0
2021-09-22,72.0
2021-09-23,61.0
2021-09-24,66.0
2021-09-25,56.0
2021-09-26,55.0
2021-09-27,51.0
2021-09-28,53.0
2021-09-29,79.0
2021-09-30,69.0
2021-10-01,50.0
2021-10-02,41.0
2021-10-03,33.0
2021-10-04,41.0
2021-10-05,45.0
2021-10-06,45.0
2021-10-07,51.0
2021-10-08,55.0
2021-10-09,59.0
2021-10-10,55.0
2021-10-11,62.0
2021-10-12,63.0
2021-10-13,67.0
2021-10-14,65.0
2021-10-15,60.0
2021-10-16,71.0
2021-10-17,48.0
2021-10-18,74.0
2021-10-19,78.0
2021-10-20,78.0
2021-10-21,84.0
2021-10-22,51.0
2021-10-23,46.0
2021-10-24,46.0
2021-10-25,63.0
2021-10-26,94.0
2021-10-27,118.0
2021-10-28,118.0
2021-10-29,91.0
2021-10-30,56.0
2021-10-31,50.0
2021-11-01,48.0
2021-11-02,41.0
2021-11-03,48.0
2021-11-04,89.0
2021-11-05,150.0
2021-11-06,52.0
2021-11-07,49.0
2021-11-08,93.0
2021-11-09,92.0
2021-11-10,90.0
2021-11-11,60.0
2021-11-12,64.0
2021-11-13,52.0
2021-11-14,58.0
2021-11-15,52.0
2021-11-16,64.0
2021-11-17,37.0
2021-11-18,40.0
2021-11-19,39.0
2021-11-20,47.0
2021-11-21,45.0
2021-11-22,56.0
2021-11-23,48.0
2021-11-24,55.0
2021-11-25,56.0
2021-11-26,49.0
2021-11-27,36.0
2021-11-28,36.0
2021-11-29,40.0
2021-11-30,47.0
2021-12-01,59.0
2021-12-02,68.0
2021-12-03,81.0
2021-12-04,90.0
2021-12-05,120.0
2021-12-06,100.0
2021-12-07,95.0
2021-12-08,59.0
2021-12-09,36.0
2021-12-10,48.0
2021-12-11,39.0
2021-12-12,39.0
2021-12-13,42.0
2021-12-14,52.0
2021-12-15,70.0
2021-12-16,101.0
2021-12-17,123.0
2021-12-18,126.0
2021-12-19,102.0
2021-12-20,120.0
2021-12-21,162.0
2021-12-22,149.0
2021-12-23,171.0
2021-12-24,102.0
2021-12-25,99.0
2021-12-26,87.0
2021-12-27,88.0
2021-12-28,62.0
2021-12-29,73.0
2021-12-30,65.0
2021-12-31,70.0
